Division,Business Family,Customer Type,Channel,Category Code 5,Zone Mgr,Category Code 7,Regional Sales Mgr,Distribution Channel Mgr,Region Code,Price Discount Cde 4,Line of Business,Sales Volume,Customer,Address Number,Customer Number,Consolidated,Search Type,Phone,Business Unit,SIC Code,Tax Certificate
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Hetrick Systems,10015793,10015793,13366,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,LiveWire BBS and   Favourite Links,10019900,10019900,13367,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Brinco Ltd.,10007120,10007120,35150,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,FIBERWORKS,10011981,10011981,56900,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,DCS Laboratory,10009656,10009656,221,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Telus Corporation,10025248,10025248,311,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Tally Systems,10025033,10025033,346,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Earth,10010698,10010698,79380,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Filmotype,10012234,10012234,79420,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,DEAC,10009672,10009672,86974,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Sagent,10023513,10023513,89012,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Ubicco,10025305,10025305,89015,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,ValiCert,10025778,10025778,89044,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Caribian Specialties,10000455,10000455,89053,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Clearout,10009631,10009631,89084,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Benedict,10004256,10004256,89179,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Tao Group,10025049,10025049,93330,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Harvard Trust Company,10014495,10014495,93331,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Today,10025264,10025264,94390,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Zero-Knowledge Systems,10027381,10027381,504,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Signature,10024262,10024262,523,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Aaron Products,10000473,10000473,562,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,A2Z Solutions,10000466,10000466,27005,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Pacifico,10021222,10021222,591,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Towmotor Corporation,10025284,10025284,3355,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Pacific Sierra Research,10021184,10021184,5552,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Laker Airways,10019678,10019678,13362,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Robust Code,10023489,10023489,13363,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,   ,   ,Dayton Malleable Inc.,10009647,10009647,13364,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,   ,M1,   ,E Corp.,10009985,10009985,49,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Neostar,10020663,10020663,61235,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Ra Co Amo,10022456,10022456,62860,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Satronix,10023778,10023778,31385,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,ActionWorld,10002506,10002506,78306,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Taos Mountain,10025051,10025051,84920,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Xyplex,10026861,10026861,34275,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Sigma Duke,10024260,10024260,1600,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Hauppauge Works,10014546,10014546,27450,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,Ethyl Corporation,10011398,10011398,3354,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,   ,   ,MATRIX,10020192,10020192,13365,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,M1,   ,Valley  Solutions,10025791,10025791,31390,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,M1,   ,Vanstar,10025919,10025919,85030,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,M1,PC,Taligent,10025025,10025025,16450,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,1,P1,M1,AP,Sifton Properties Limited,10024248,10024248,65800,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,City Fresh Foods,10000000,10000000,16,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Tailwind,10025021,10025021,58180,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,"David L. Babson & Co., Inc.",10009642,10009642,58185,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Helios,10015275,10015275,58188,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Ilog,10017585,10017585,58191,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Kari & Associates,10018867,10018867,58192,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Deak-Perera Group.,10009676,10009676,60940,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,"Dellovade, A.C./Dick Corp/Kendall",10026055,10026055,146,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Trend Line Corporation,10025291,10025291,174,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Ottercom,10020915,10020915,69700,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Warsun International,10026291,10026291,84250,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Gemini Controls,10013765,10013765,97050,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,XCOM,10026522,10026522,560,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,   ,   ,   ,Home Team,10016564,10016564,10500,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,Times Mirror Company,10025252,10025252,62,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,High  Logistics (HTL),10016045,10016045,58190,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,Venred,10026078,10026078,62150,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,N.Graphics,10020445,10020445,35695,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,Lmao,10019942,10019942,526,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,Edorex Informatik,10010969,10010969,564,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,C & C  Design,10007121,10007121,27448,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,HCHS,10014803,10014803,28180,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,   ,Outbreak,10020927,10020927,12020,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,   ,UP,Geac,10013509,10013509,96900,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,SAS Distribution,10023715,10023715,42,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Ready-to-Run,10022750,10022750,58940,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Reveal Products,10023221,10023221,71416,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Hobart Manufacturing Company,10016334,10016334,71419,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Toledo Edison Company,10025269,10025269,71423,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Kabbalah,10018644,10018644,71424,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Pinnacle Management Systems,10021977,10021977,71425,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Editor,10010914,10010914,71426,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Ibis,10016807,10016807,71427,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,R2J2,10022450,10022450,71430,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Racal-Datacom,10022490,10022490,71431,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,Remedy,10023003,10023003,79500,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,   ,ScotGold Products,10024006,10024006,521,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,PC,Henning Industrial,10015495,10015495,3825,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,4,P1,M1,AP,Labatt Brewing Company Ltd.,10019665,10019665,91900,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Debenhams Ltd.,10009679,10009679,45105,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,CAF Systemhaus,10007355,10007355,25,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,C & J Engineering,10007122,10007122,18331,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Xetron,10026581,10026581,280,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,SAIC Wateridge,10023516,10023516,73976,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,DCS International,10009654,10009654,358,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Soloman Brothers,10024499,10024499,83010,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,UTStarGate,10025758,10025758,379,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Illuminati,10017576,10017576,86480,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,AA-Wizard,10000475,10000475,448,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Quantum Group,10022249,10022249,473,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Road Warrior International,10023471,10023471,94380,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Razorfish,10022725,10022725,557,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Transalta Utilities Corporation,10025285,10025285,558,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Finishing,10012422,10012422,578,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Stone Consolidated Corporation,10024725,10024725,22280,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,   ,   ,Saturnus Multi produkten,10023783,10023783,3520,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,   ,M1,   ,Xtreme,10026839,10026839,48,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Salamander,10023524,10023524,15000,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,WBM Group,10026336,10026336,49465,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Bechtel Corporation,10003795,10003795,18300,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,C & M Distributors,10007123,10007123,18330,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,HCS,10014804,10014804,18333,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,ACT Laboratory,10002489,10002489,122,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Watcom International,10026299,10026299,63617,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,"Chas T. Main, Inc.",10009623,10009623,101788,I,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Onetouch Interactive,10020914,10020914,70950,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Pink Elephant,10021936,10021936,71433,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Home Pages,10016549,10016549,73970,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Abacus Niagara,10000478,10000478,402,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Home Automation (HAI),10016548,10016548,86075,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Teca-Print,10025243,10025243,525,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Livermore  Laboratories (LSLI),10019897,10019897,27350,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,   ,Gartner Group,10013188,10013188,12640,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,PC,Meals on Plates,10000460,10000460,63850,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,AP,Active Voice,10002765,10002765,60700,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,AP,Pacific Handheld,10021175,10021175,61400,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,UP,High Country Access,10016047,10016047,37880,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,   ,UP,Felidae Enterprises,10011734,10011734,2714,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,M1,   ,Homebound,10016588,10016588,79950,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,M1,   ,edit.nl,10010912,10010912,85520,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,M1,   ,Ping,10021911,10021911,93780,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,M1,   ,Unisys STARS,10025560,10025560,93785,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,2,P1,M1,PC,RKS,10023447,10023447,3826,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,   ,   ,   ,Rave Association,10022678,10022678,17655,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,   ,   ,   ,HBO & Company,10014779,10014779,137,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,   ,   ,   ,Siemens Nixdorf,10024246,10024246,70045,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,   ,   ,   ,Fibronics,10011997,10011997,422,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,   ,   ,   ,Zentrum für Interaktive Medien (ZIM),10027340,10027340,9402,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,   ,   ,DC-Works,10009657,10009657,123,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,   ,   ,Information Bureau,10017638,10017638,244,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,   ,   ,Papyrus Consultants,10021470,10021470,36000,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,M1,   ,Fokas,10012715,10012715,46710,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,M1,   ,Kaim Associates,10018665,10018665,194,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,M1,   ,Pinnacle Trading,10021996,10021996,377,C,816-455-8733,1,          ,                    
2,R3,G2,C7,   ,ZM5,N,S16,JL,3,P1,M1,   ,Canter,10008134,10008134,93790,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,SignatureFactory,10024270,10024270,4,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,R&R Group,10022434,10022434,23,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,Team Financial Management Systems,10025238,10025238,18251,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,Talou,10025034,10025034,279,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,Pacific Matics,10021179,10021179,29095,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S4,JL,1,P1,   ,   ,Tredegar Company,10025289,10025289,348,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S3,JL,1,   ,   ,   ,We Find It 4 U,10026355,10026355,126,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S3,JL,1,   ,   ,   ,RFI Corporation,10023275,10023275,554,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM5,N,S3,JL,4,   ,   ,   ,Lamson and Session Company,10019682,10019682,589,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S5,JL,2,   ,   ,   ,Racal Recorders,10022470,10022470,336,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S5,JL,2,   ,   ,   ,RealiDyne,10022764,10022764,499,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S5,JL,2,P1,   ,   ,UniForum,10025495,10025495,8200,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,David Spencer Ltd.,10009643,10009643,45109,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Target Marketing,10025061,10025061,17820,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Iconation,10017072,10017072,56170,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Active Network Systems,10002746,10002746,50,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,YourFuture,10027053,10027053,91,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Tampa Bay Interactive,10025036,10025036,102,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Your Site,10027050,10027050,254,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Southern Company,10024541,10024541,76600,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,A&R Partners,10000458,10000458,76725,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Quantum Leap  Solutions,10022252,10022252,385,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Unitec Systems,10025571,10025571,34170,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Garza Industries,10013232,10013232,9405,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,P1,   ,   ,BigJobs,10006093,10006093,56490,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S9,JL,4,P1,   ,   ,GE Fanuc Automation,10013472,10013472,85900,C,816-455-8733,1,          ,                    
2,R3,G2,C6,   ,ZM1,N,S1,JL,2,P1,   ,   ,EDP,10010970,10010970,517,C,816-455-8733,1,          ,                    
2,R3,G2,C10,   ,ZM8,N,S14,TT,2,   ,   ,   ,Idyllwild,10017314,10017314,101262,C,816-455-8733,1,          ,                    
2,R3,G2,C10,   ,ZM8,N,S14,TT,3,   ,   ,   ,Pinnacle,10021962,10021962,102299,C,816-455-8733,1,          ,                    
2,R3,G2,C1,   ,ZM8,N,S13,TT,4,   ,   ,   ,Unison Management Concepts,10025552,10025552,101963,C,816-455-8733,1,          ,                    
2,R3,G2,C1,   ,ZM8,N,S13,TT,4,   ,   ,   ,Fill It,10012226,10012226,101644,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Quantex Microsystems,10022183,10022183,101696,C,816-455-8733,1,          ,                    
