Division,Business Family,Customer Type,Channel,Category Code 5,Zone Mgr,Category Code 7,Regional Sales Mgr,Distribution Channel Mgr,Region Code,Price Discount Cde 4,Line of Business,Sales Volume,Customer,Address Number,Customer Number,Consolidated,Search Type,Phone,Business Unit,SIC Code,Tax Certificate
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,UUmail,10025769,10025769,101799,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Kawneer Company,10018885,10018885,102162,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,XVT,10026843,10026843,101830,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Bizmarts,10006846,10006846,101831,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Panzl,10021418,10021418,101500,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Minneapolis Star and Tribune Company,10020393,10020393,101503,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,GDSS,10013467,10013467,101519,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Reuters Usability Group,10023212,10023212,101569,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,KeyComm,10019388,10019388,577,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Valley Scribe,10025808,10025808,101974,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Stone Container Corporation,10024743,10024743,101975,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,CAPCON,10008381,10008381,101976,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Caravelle,10008893,10008893,101977,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Uniplex,10025511,10025511,101980,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,   ,   ,   ,Paperless  Group,10021458,10021458,101637,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,1,P1,   ,   ,Active Data,10002709,10002709,102092,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Zero Assumption Recovery,10027356,10027356,101710,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,eDistrict,10010904,10010904,101739,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Kazinformcom,10018890,10018890,101740,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Keystar  Training,10019400,10019400,101800,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Sage,10023510,10023510,101495,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Patient,10021673,10021673,101533,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Trust Company of Georgia,10025296,10025296,101915,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Pathlight Data Systems,10021668,10021668,101930,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Carden Jennings Publishing,10009156,10009156,101627,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Icon Site Builders,10017054,10017054,101628,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,"Miles Laboratories, Inc.",10020390,10020390,101632,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,   ,   ,   ,Pantech International,10021415,10021415,101677,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,P1,   ,   ,a2i,10000462,10000462,56150,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,4,P1,   ,   ,Harbour and Associates,10014264,10014264,238,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Kool-Seal,10019617,10019617,101765,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Safetynet,10023509,10023509,101508,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,U.S. West,10025302,10025302,101512,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Zitel,10027575,10027575,101515,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Litton,10019879,10019879,101531,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Oklahoma  Marketing,10020684,10020684,101881,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Unisys,10025558,10025558,101534,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Xenet,10026536,10026536,101882,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,SASCO PC Products,10023759,10023759,101884,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Tangent,10025040,10025040,101907,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Valpatken,10025814,10025814,101584,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,F. & R. Lazarus and Company,10011459,10011459,101636,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,   ,   ,   ,Molson Breweries,10020413,10020413,12785,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,P1,   ,   ,BL Trading,10006862,10006862,46761,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,2,P1,M1,   ,Berkeley Design,10004302,10004302,46760,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,VA Research,10025771,10025771,101724,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,ZipLip.Com,10027572,10027572,101725,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,BizNet Equity Management Trust (BEMT),10006848,10006848,101726,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,Kensington  Group,10019105,10019105,101741,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,Hershey Chocolate Corporation,10015783,10015783,65000,I,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,"Metro-Goldwyn-Mayer, Inc.",10020388,10020388,101792,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,ACS,10002240,10002240,101793,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,Lynn-Arthur Associates (LLA),10020171,10020171,101814,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,SataMine,10023760,10023760,101815,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,CAPTA,10008638,10008638,101867,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,De La Rue (Thomas) and Company,10009662,10009662,101868,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,e-MDs,10011198,10011198,101869,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,Caprica  Resources,10008602,10008602,101570,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,ediSys,10010906,10010906,101571,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,SNC Group,10024492,10024492,101583,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,activeDesign,10002969,10002969,101586,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,Cam-Built Prpgramming Plus,10007577,10007577,101587,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,TargetedListings,10025062,10025062,5554,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,Neeka,10020647,10020647,101667,C,816-455-8733,1,          ,                    
2,R3,G2,C8,   ,ZM5,N,S1,JL,3,   ,   ,   ,U.S. Robotics,10025300,10025300,101668,C,816-455-8733,1,          ,                    
2,R3,G2,C9,   ,ZM5,N,S4,JL,1,P1,   ,   ,Aaron D. Meyer & Associates,10000472,10000472,583,C,816-455-8733,1,          ,                    
2,R3,G3,C7,   ,ZM5,N,S5,TT,4,   ,   ,   ,Pace,10021139,10021139,14466,C,816-455-8733,1,          ,                    
2,R3,G1,C7,   ,ZM4,N,S16,RN,2,   ,   ,   ,Bigelow Sandford,10006037,10006037,102137,C,816-455-8733,1,          ,                    
2,R3,G1,C7,   ,ZM4,N,S16,RN,2,   ,   ,   ,Bitstream,10006805,10006805,102138,C,816-455-8733,1,          ,                    
2,R3,G1,C7,   ,ZM2,N,S19,RN,2,   ,M1,   ,PING,10021911,10021911,500,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,JL,1,   ,   ,   ,K.C. Irving,10018628,10018628,28,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,JL,1,   ,   ,   ,Abbotsbury,10000480,10000480,242,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,JL,1,P1,   ,   ,Hegemony,10015030,10015030,489,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,JL,4,   ,   ,   ,LiveWORLD,10019909,10019909,140,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,JL,2,   ,   ,   ,Debian,10009697,10009697,69,I,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,JL,2,   ,   ,   ,Zephyr,10027348,10027348,106,I,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,1,   ,   ,   ,OutPost Network,10020931,10020931,497,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,1,   ,   ,   ,IBVA,10016858,10016858,2050,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,TAGnology,10024999,10024999,128,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Pinnacle Micro,10021986,10021986,14303,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Heurikon,10015824,10015824,48111,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Xediom,10026532,10026532,72,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Capitola Works,10008593,10008593,133,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Abbott,10000481,10000481,138,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Time Warner,10025251,10025251,164,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,zNET,10027583,10027583,70630,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Edna Design,10010935,10010935,291,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,IBEX,10016784,10016784,393,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,East,10010717,10010717,405,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,TransCanada Pipelines Limited,10025287,10025287,455,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,iLanguage,10017553,10017553,462,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Qwest,10022423,10022423,545,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,Satyam,10023785,10023785,1000,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,4,   ,   ,   ,NACSCORP,10020446,10020446,29300,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,2,   ,   ,   ,Venable,10026062,10026062,24,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,2,   ,   ,   ,RC Micrographix,10022732,10022732,30,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,2,   ,   ,   ,Haz-Mat D-Zines,10014739,10014739,148,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,2,   ,   ,   ,NECX Direct,10020639,10020639,165,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,2,   ,   ,   ,TICOR,10025250,10025250,247,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,2,   ,   ,   ,Radio Progressive MontrTal,10000601,10000601,601,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,3,   ,   ,   ,Output Enablers,10020962,10020962,13900,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,3,   ,   ,   ,UNIS LUMIN,10025549,10025549,47,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,3,   ,   ,   ,Telesat Canada,10025247,10025247,327,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,3,   ,   ,   ,United Stationers,10025583,10025583,433,C,816-455-8733,1,          ,                    
2,R2,G2,C7,   ,ZM6,N,S5,TT,3,   ,   ,   ,Age,10003720,10003720,535,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,Tampere,10025037,10025037,45,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,United Switch,10025587,10025587,79,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM5,N,S4,JL,1,   ,   ,   ,Gulf and Western Industries,10014047,10014047,374,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM5,N,S1,JL,2,   ,   ,   ,Zilog,10027560,10027560,339,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM5,N,S3,JL,4,   ,   ,   ,Screaming Solutions Ventures,10024010,10024010,171,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM8,N,S3,TT,1,   ,   ,   ,Pacific Group,10021185,10021185,597,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S5,JL,2,   ,   ,   ,Revolutionary Systems,10023244,10023244,37,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S5,JL,2,   ,   ,   ,Farr Alpaca Company,10011521,10011521,46,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S5,JL,2,   ,   ,   ,Pacel,10021145,10021145,423,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S11,JL,3,   ,   ,   ,Tanager,10025038,10025038,19,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S11,JL,3,   ,   ,   ,R&J,10022431,10022431,212,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Southwire Company,10024550,10024550,22,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Packard Bell,10021231,10021231,70,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Southam Inc.,10024524,10024524,89,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,RC,10022730,10022730,156,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,Cambio,10007566,10007566,256,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,EDS,10010974,10010974,372,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,4,   ,   ,   ,A-ARVIN Laser Resources,10000474,10000474,513,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S9,JL,2,   ,   ,   ,Del Monte Corporation,10009907,10009907,539,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S1,JL,2,   ,   ,   ,CAM Group,10007564,10007564,365,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S1,JL,2,   ,   ,   ,K International,10018580,10018580,408,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S2,JL,2,   ,   ,   ,Edify,10010897,10010897,135,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S2,JL,2,   ,   ,   ,Savetz Publishing,10023793,10023793,225,C,816-455-8733,1,          ,                    
2,R2,G2,C6,   ,ZM1,N,S2,JL,2,   ,   ,   ,Scottish Highlands and Islands server,10024009,10024009,272,C,816-455-8733,1,          ,                    
2,R2,G2,C1,   ,ZM8,N,S3,TT,1,   ,   ,   ,Ben and Jerry’s,10004245,10004245,102128,C,816-455-8733,1,          ,                    
2,R2,G2,C1,   ,ZM8,N,S3,TT,1,   ,   ,   ,Scientific Atlanta,10024003,10024003,600,C,816-455-8733,1,          ,                    
2,R2,G2,C1,   ,ZM8,N,S3,TT,2,   ,   ,   ,ReviewBooth,10023235,10023235,598,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,1,   ,   ,   ,KentISP,10019109,10019109,101336,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,1,   ,   ,   ,Pacific Voice,10021203,10021203,101386,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,Harte-Hanks (formerly Locator),10014469,10014469,14301,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,Harvey,10014533,10014533,101349,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,Xilinx,10026606,10026606,25470,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,Karsing,10018871,10018871,25520,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,Xentec,10026560,10026560,25526,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,R.J. Matter & Associates,10022444,10022444,99985,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,PacificServ,10021223,10021223,581,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,4,   ,   ,   ,Sigma,10024255,10024255,29815,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,2,   ,   ,   ,Matradi,10020184,10020184,61620,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,2,   ,   ,   ,Gate,10013252,10013252,101339,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,2,   ,   ,   ,Kentucky Utilities Company,10019150,10019150,101352,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,2,   ,   ,   ,Papyrus,10021459,10021459,101401,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,2,   ,   ,   ,Holy  Developers,10016542,10016542,101526,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,2,   ,   ,   ,ACS  Shop,10002244,10002244,101623,C,816-455-8733,1,          ,                    
2,O2,G2,C1,   ,ZM6,N,S12,OE,3,   ,   ,   ,Litton FiberCom,10019880,10019880,101396,C,816-455-8733,1,          ,                    
2,R1,G2,C7,   ,ZM6,N,S4,JV,1,   ,   ,   ,PAP (Maintenance),10021422,10021422,87500,C,816-455-8733,1,          ,                    
2,R1,G2,C6,   ,ZM1,N,S5,JL,2,P1,   ,   ,K&M Enterprises,10018623,10018623,371,C,816-455-8733,1,          ,                    
2,R1,G2,C6,   ,ZM6,N,S4,JV,4,   ,   ,   ,Fins,10012425,10012425,482,C,816-455-8733,1,          ,                    
2,R1,G2,C1,   ,ZM6,N,S22,JV,4,P1,   ,   ,Paracel,10021485,10021485,353,C,816-455-8733,1,          ,                    
2,R1,G2,C1,   ,ZM6,N,S22,JV,2,   ,   ,   ,DDR,10009660,10009660,102103,C,816-455-8733,1,          ,                    
2,R1,G2,C2,   ,ZM6,N,S20,JV,1,P1,   ,   ,J. S. Lee Associates,10017828,10017828,97700,C,816-455-8733,1,          ,                    
2,R1,G2,C2,   ,ZM6,N,S20,JV,1,P1,   ,   ,Screen Saver.com,10024022,10024022,97800,C,816-455-8733,1,          ,                    
2,R1,G2,C2,   ,ZM6,N,S20,JV,4,P1,   ,   ,Renegade info Crew,10023023,10023023,387,C,816-455-8733,1,          ,                    
2,R1,G2,C2,   ,ZM6,N,S20,JV,2,   ,   ,   ,UniPress,10025515,10025515,101719,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM6,N,S20,JV,4,   ,   ,   ,Ferst,10011923,10011923,102205,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM6,N,S20,JV,4,   ,   ,   ,"Koppers Company, Inc.",10019664,10019664,97600,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM6,N,S20,JV,3,   ,   ,   ,HMR,10016303,10016303,596,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,1,   ,   ,   ,EDGE Systems,10010886,10010886,1400,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,1,P1,   ,   ,Betacorp,10005006,10005006,312,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,4,   ,   ,   ,Tandy Corporation,10025039,10025039,102096,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,4,P1,   ,   ,Gastown space,10013238,10013238,301,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,4,P1,   ,   ,Central Soya Company,10009356,10009356,369,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,4,P1,   ,   ,QualServe,10022168,10022168,466,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,4,P1,   ,   ,Icon,10017036,10017036,580,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,2,P1,   ,   ,Salamander Junction,10023538,10023538,76,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,2,P1,   ,   ,Texasgulf Inc.,10025249,10025249,249,C,816-455-8733,1,          ,                    
2,R1,G2,C3,   ,ZM7,N,S11,JV,2,P1,   ,   ,Revnet Systems,10023241,10023241,263,C,816-455-8733,1,          ,                    
2,R4,G2,C7,   ,ZM6,N,S18,DB,1,   ,   ,   ,Panngea,10021412,10021412,101905,C,816-455-8733,1,          ,                    
2,R4,G2,C7,   ,ZM6,N,S18,DB,2,   ,   ,   ,Capitolnet Marketing Group (CMG),10008596,10008596,102203,C,816-455-8733,1,          ,                    
2,O1,G2,C1,   ,ZM6,N,S5,OE,4,   ,   ,   ,Onestar,10020909,10020909,90034,C,816-455-8733,1,          ,                    
2,O1,G2,C1,   ,ZM6,N,S5,OE,4,   ,   ,   ,Healtheon,10014810,10014810,571,C,816-455-8733,1,          ,                    
2,O1,G2,C1,   ,ZM6,N,S5,OE,2,   ,   ,   ,WDND,10026348,10026348,555,C,816-455-8733,1,          ,                    
